tel,name,tasteRate,serviceRate,environmentRate,hours,address,avgCost,rid,classify
02-2550-2068,寶舖 黃金炙燒吐司,0.85,0.75,0.6,,"25.050038919280002,121.51430201422001",140,989858,"其他美食,其他美食"
02-8914-5662,披薩斜塔,0.85,0.85,0.85,11:30~21:30,"24.98309961667,121.5421576019",400,1120838,"異國料理,義式料理"
02-2311-0210,Alice Is Coming-來自愛麗絲,0.65,0.75,0.85,11:30~20:30,"25.041816006290002,121.50958101632003",341,630250,"主題特色餐廳,情境主題餐廳"
02-8771-8114,ABV Bar & Kitchen 啤酒餐廳,0.75,0.8,0.8,"12:00~01:30,00:00~01:30","25.040155300309998,121.55564810723",563,1017628,"異國料理,其他異國料理"
02-2542-5858,欣葉日本料理(中山店),0.8,0.75,0.7,"17:30~22:00,11:30~14:00","25.05634200572,121.52255001809",677,8945,"buffet自助餐,日式"
04-2376-1135,日出．大地,0.85,0.8,0.85,10:00~21:00,"24.13857901672,120.66320601513",342,28887,"烘焙、甜點、零食,西點烘焙、麵包"
02-2955-0633,ARTCO典藏33觀景餐廳,0.7,0.7,0.85,"11:30~23:00,08:00~23:00","25.0122349136,121.46554101710001",505,586111,"主題特色餐廳,景觀餐廳"
03-930-6757,武暖,0.8,0.75,0.7,"17:00~21:00,11:00~14:00","24.78156500059,121.77869700433999",738,37661,"中式料理,台菜餐廳"
02-2773-0080,INDULGE 實驗創新餐酒館,0.75,0.8,0.9,"17:00~2:00,17:00~03:00","25.03910471151306,121.54479505544592",1022,85513,"主題特色餐廳,酒吧 Lounge Bar"
07-201-5588,右京棧(大吟釀麻辣鍋),0.9,0.95,0.9,"11:00~02:00,00:00~02:00","22.62219001777,120.29932101710996",589,943996,"鍋類,涮涮鍋"
04-2622-9853,阿財米糕店,0.8,0.55,0.4,,"24.27199000549,120.57517800433999",68,22402,"烘焙、甜點、零食,休閒零食"
02-8773-0503,日光咖啡,0.8,0.7,0.75,11:00~21:30,"25.044514015289998,121.55633500952",307,4186,"咖啡、簡餐、茶,咖啡專賣"
02-2341-5218,Beccafico Cafe,0.85,0.75,0.8,12:00~22:00,"25.04317901132,121.52725000827",309,259213,"咖啡、簡餐、茶,複合式"
0983-855-584,大師牛肉麵,0.9,0.8,0.8,10:00~22:00,"25.086790202659998,121.56204160905993",400,925556,"中式料理,麵食點心"
02-2508-0904,匠壽司,0.95,0.85,0.8,"17:00~21:00,11:30~14:00","25.049039007010002,121.53635701257",1461,6433,"日式料理,生魚片、壽司專賣"
02-8712-1220,民生工寓coffee essential,0.8,0.85,0.9,"10:00~22:00,12:00~22:00","25.05760791015,121.55181601441004",272,920770,"咖啡、簡餐、茶,咖啡專賣"
,Coobi Café 鄉村果焙,0.7,0.75,0.85,11:30~21:00,"25.03328890968,121.43234601033005",165,1007208,"異國料理,義式料理"
07-335-9593,吳寶春麥方店,0.9,0.85,0.8,10:00~21:30,"22.61886600815,120.31188901815999",275,87285,"烘焙、甜點、零食,西點烘焙、麵包"
0916-283-539,老五鹹粥,0.7,0.6,0.5,09:00~21:00,"24.90402191113,121.0452660097",106,475312,"中式料理,台菜餐廳"
02-2304-1979,陳記腸蚵專業麵線,0.9,0.55,0.45,06:30~19:30,"25.035160015200002,121.49820201834001",62,27565,"中式料理,麵食點心"
02-2362-9734,極簡咖啡館,0.5,0.55,0.75,12:00~23:00,"25.02560301051,121.52956900814999",215,4329,"咖啡、簡餐、茶,咖啡專賣"
02-2768-2717,Ms. Bubble cafe,0.8,0.75,0.8,10:00~22:00,"25.047788009090002,121.57236500268",287,121825,"咖啡、簡餐、茶,咖啡專賣"
02-2523-8000,台北晶華酒店-上庭酒廊,0.7,0.8,0.9,"17:00~24:00,11:30~14:00","25.05430901649,121.52377200987",528,4213,"咖啡、簡餐、茶,複合式"
04-2326-8511,香港金寶茶餐廳(館前店),0.75,0.6,0.55,11:00~21:00,"24.15538500092,120.66574601962999",352,149411,"中式料理,粵菜 港式飲茶"
04-2251-8036,Dazzling Cafe Sky(4店),0.85,0.8,0.8,"10:30~22:00,11:00~22:00","24.1652572088,120.64370830992",339,600980,"咖啡、簡餐、茶,複合式"
02-2594-1932,紅茶屋生活飲品,0.75,0.65,0.5,06:30~22:30,"25.07446201529,121.51556400925",25,33901,"冰品、飲料、甜湯,飲料專賣店"
04-2225-3188,富鼎旺豬腳餐廳(中正店),0.9,0.85,0.75,11:00~20:00,"24.145256947018222,120.67652108193096",129,136651,"中式料理,台菜餐廳"
03-337-1808,饗泰多 Siam More  泰式風格餐廳(桃園店),0.8,0.85,0.85,,"24.99168951218,121.31262871710001",581,1020182,"亞洲料理,泰式料理"
02-2371-2388,富宏牛肉麵(原:建宏),0.75,0.5,0.4,,"25.047551016249997,121.50782900294",91,89528,"小吃,其他小吃"
02-2351-7633,水牛城美式碳烤牛排(台北店),0.8,0.65,0.75,17:30~22:00,"25.02922490677,121.52180700649997",317,94677,"異國料理,美式料理"
03-956-0528,魏姐包心粉圓(公園店),0.85,0.75,0.7,11:00~24:00,"24.675983015889997,121.76909901612",49,88653,"小吃,其他小吃"
04-2471-7240,清真恩德元餃子館,0.85,0.6,0.55,,"24.14167101699,120.64703100907",332,14640,"中式料理,麵食點心"
089-348-952,老東台米台目,0.7,0.6,0.6,17:00~00:00,"22.75276700281,121.15348101478",79,993228,"中式料理,台菜餐廳"
07-236-9236,綠色行動咖啡輕食茶飲,0.0,0.0,0.0,06:30~22:00,"22.63353430636,120.3046803062",0,1052460,"冰品、飲料、甜湯,飲料專賣店"
07-521-2165,詹記花生糖,0.8,0.8,0.8,09:00~18:00,"22.641620356840694,120.27933955470566",0,613984,"烘焙、甜點、零食,休閒零食"
07-335-3606,紅毛港海鮮餐廳,0.9,0.95,0.85,"17:30~22:00,11:30~14:00","22.61542201822,120.30822800761",758,17195,"中式料理,海鮮餐廳"
04-2328-0880,禾雅堂經典乳酪蛋糕,0.9,0.8,0.75,11:00~21:00,"24.15211700362,120.66775601474",621,28895,"烘焙、甜點、零食,西點烘焙、麵包"
02-2591-8496,晴光紅豆餅,0.8,0.55,0.45,11:00~19:00,"25.06445600517,121.52409500419",25,46598,"小吃,其他小吃"
02-7731-3375,義式屋古拉爵 Café Grazie(中和環球購物中心),0.75,0.75,0.85,"11:00~02:00,00:00~02:00","25.007042206808162,121.47481084151934",417,28329,"異國料理,義式料理"
02-2369-9751,中西美食餐廳,0.6,0.5,0.55,,"25.02284100438,121.52871100674",299,8363,"咖啡、簡餐、茶,複合式"
02-2351-0909,Panos Cafe(永康店),0.7,0.65,0.8,07:00~23:00,"25.03273950423,121.53008940989996",202,615454,"咖啡、簡餐、茶,複合式"
03-936-0060,合盛太平,0.75,0.75,0.9,,"24.75931780263,121.75286570611",224,631702,"咖啡、簡餐、茶,複合式"
02-2764-9696,武鼎越豐越南麵食館,0.75,0.55,0.45,"11:30~15:00,17:30~21:30","25.04183201019,121.56883400849999",176,49555,"亞洲料理,越南料理"
04-2234-2068,御閣手作壽司,0.8,0.75,0.8,"17:30~22:00,11:30~14:30","24.172211547656254,120.67965119563927",614,997022,"日式料理,生魚片、壽司專賣"
06-208-6366,歐加里(台南大學店),0.8,0.85,0.85,11:00~23:00,"22.994558009290003,120.22102701006001",396,39936,"異國料理,德式料理"
02-8964-2112,MICHA 米迦千層。乳酪蛋糕(國慶總店),0.8,0.75,0.65,10:00~22:00,"24.99565301605,121.45874501814",178,52461,"烘焙、甜點、零食,西點烘焙、麵包"
02-8772-0228,旅人咖啡 Backpacker Café(原第凡內咖啡),0.8,0.75,0.75,10:30~22:00,"25.040490311529997,121.54631940182001",328,618036,"異國料理,美式料理"
02-2980-5576,阮的肉干產業概念館(三重本館),0.75,0.75,0.7,09:30~21:00,"25.058105012880002,121.48826700560996",443,96451,"烘焙、甜點、零食,休閒零食"
0918-885-938,海鱻味刺身壽司屋,0.9,0.7,0.45,17:30~23:00,"25.039304054533833,121.50190234822365",391,37667,"日式料理,生魚片、壽司專賣"
02-2771-7869,CASA DELLA PASTA義麵坊(忠孝敦化店),0.85,0.75,0.85,"18:00~21:30,12:00~14:30","25.040499016360002,121.55049700657",263,22651,"異國料理,義式料理"
02-2778-0300,珍湯港式火鍋,0.9,0.85,0.8,"17:30~02:00,00:00~02:00","25.044880720781578,121.54779053161113",778,939396,"鍋類,其他鍋類"
04-2375-0388,兔子洞 甜點工作室,0.8,0.7,0.85,13:00~20:00,"24.134044013849998,120.66427901249",280,88412,"烘焙、甜點、零食,西點烘焙、麵包"
02-2585-3258,歐華酒店-歐麗蛋糕坊,0.85,0.9,0.9,,"25.06808550996,121.52563720511",586,608778,"烘焙、甜點、零食,西點烘焙、麵包"
02-2503-3386,初米咖啡 Choose me Cafe&Meals(錦州店),0.8,0.75,0.7,10:00~21:30,"25.06032090359,121.54225900765",320,1019532,"咖啡、簡餐、茶,複合式"
02-2747-4575,樂水茗,0.75,0.75,0.8,09:00~21:00,"25.05117701695,121.5649060146",2300,45308,"咖啡、簡餐、茶,茶專賣"
04-2234-5402,台灣香蕉新樂園人文生活館(雙十店),0.65,0.6,0.95,11:00~24:30,"24.15599400108,120.68995201158",311,14755,"咖啡、簡餐、茶,複合式"
04-2280-9878,大芳麻糬,0.9,0.95,0.7,06:00~20:00,"24.13095691567,120.69081100476",100,109420,"烘焙、甜點、零食,西點烘焙、麵包"
037-879-198,卓也小屋養生館(卓也小屋民宿),0.85,0.8,0.9,10:00~19:00,"24.3793568239467,120.77363543746274",720,25294,"咖啡、簡餐、茶,複合式"
02-2740-9090,PS TAPAS 西班牙餐酒館,0.8,0.7,0.75,"11:30~02:00,00:00~02:00","25.03953600444,121.55125100596999",656,155601,"異國料理,西班牙料理"
02-8772-9838,饗泰多泰式餐廳,0.75,0.8,0.85,"12:00~15:30,17:30~22:00","25.04137001975,121.5462920114",531,627400,"亞洲料理,泰式料理"
04-7772-754,阿振肉包,0.7,0.6,0.55,09:00~19:00,"24.05220401391,120.43613301913",55,22746,"中式料理,麵食點心"
02-2312-0845,八拾捌茶輪番所,0.75,0.8,0.95,13:00~22:00,"25.04009991153,121.50700001742007",329,960104,"咖啡、簡餐、茶,茶專賣"
07-556-6455,S'more Sugar 法式手工甜點,0.95,0.65,0.7,,"22.664134003330002,120.30964400791993",183,614452,"烘焙、甜點、零食,西點烘焙、麵包"
04-2238-7739,樂座爐端燒,0.85,0.75,0.9,17:30~24:00,"24.17075661475,120.68751811089004",673,925472,"燒烤類,日式燒肉"
02-2841-1996,青青食尚花園會館,0.65,0.65,0.75,11:00~22:00,"25.09877130293,121.55093020330004",608,15615,"中式料理,其它中式料理"
02-2542-8222,麵屋武藏(神山),0.75,0.75,0.75,,"25.05104401542,121.52360000620999",338,630166,"日式料理,日式麵食專賣"
02-2711-9555,MACCHA HOUSE 抹茶館(捷運敦化),0.7,0.75,0.65,11:00~22:00,"25.04243860097,121.55121680512",336,1011360,"咖啡、簡餐、茶,複合式"
07-331-9008,金好燒烤,0.0,0.0,0.0,,"22.61398200401,120.31792701006",0,1123571,"燒烤類,炭烤串燒"
02-2322-5918,高三孝碳烤吐司,0.75,0.7,0.7,06:30~14:00,"25.03225800697,121.51744750983",100,1002774,"早餐,西式早餐"
02-8789-5911,金色三麥(誠品信義店),0.75,0.7,0.75,12:00~24:00,"25.03935700743,121.56585601143",619,6889,"主題特色餐廳,啤酒屋"
07-536-1390,義式屋古拉爵 Café Grazie(高雄遠百店),0.75,0.7,0.85,11:00~24:00,"22.61307300196,120.30395100627",389,39227,"異國料理,義式料理"
02-2521-3200,梅子 日本料理鰻魚屋(林森店),0.8,0.8,0.75,,"25.050177013560003,121.52533701095999",397,81675,"日式料理,其他日式料理"
02-2772-2889,糖朝(台北統領旗艦店),0.6,0.5,0.7,,"25.04167000447,121.55168000458",548,142339,"中式料理,粵菜 港式飲茶"
02-2885-5957,草原風蒙古火鍋,0.85,0.85,0.75,"17:00~22:30,11:30~14:30","25.08364800903,121.52301501448",442,28660,"鍋類,其他鍋類"
02-2597-1234,亞都麗緻飯店-巴賽麗廳,0.75,0.85,0.8,06:00~23:00,"25.06277400046,121.52981800084001",713,15778,"異國料理,法式料理"
06-228-0946,橋北屋日本家庭料理(永福店),0.85,0.7,0.65,11:00~21:00,"22.99332101349,120.20104000208",161,44319,"日式料理,其他日式料理"
06-211-0508,窄門咖啡,0.6,0.65,0.9,11:00~22:00,"22.989722017080002,120.20486501450999",196,10492,"咖啡、簡餐、茶,咖啡專賣"
02-2721-7397,品川蘭,0.75,0.85,0.85,"11:00~14:00,17:00~21:30","25.04074770822,121.55343280598",303,964006,"中式料理,其它中式料理"
02-2799-7922,貳樓餐廳 Second Floor Cafe(西湖店),0.8,0.8,0.75,10:00~22:00,"25.081933614729998,121.56854670577007",225,946534,"咖啡、簡餐、茶,複合式"
04-2319-8789,老四川巴蜀麻辣燙(公益店),0.8,0.7,0.75,"17:30~01:30,11:30~14:30","24.15065101869,120.65551101984",421,82293,"鍋類,麻辣火鍋"
02-2788-0455,南港 北大荒水餃店,0.8,0.5,0.4,11:00~21:30,"25.05505401223,121.61171901188",159,53263,"中式料理,麵食點心"
04-2241-6232,CV黑色天使蛋糕精品店,0.95,0.85,0.8,10:30~20:30,"24.17310400593,120.68881601696",377,98031,"烘焙、甜點、零食,西點烘焙、麵包"
02-2258-0693,就是要吃早餐,0.85,0.8,0.75,,"25.03236400132212,121.47151042385416",102,998628,"早餐,西式早餐"
,池上飯包文化故事館,0.7,0.65,0.75,10:00~21:00,"23.12416851555618,121.22117266920202",77,30364,"其他美食,自助餐 便當"
02-8780-5757,牡丹園日本料理餐廳,0.85,0.9,0.95,"17:30~21:30,11:30~14:30","25.03244601071,121.56732101803999",1267,9192,"日式料理,綜合日式料理"
04-2686-3355,大甲鍋神庭園日式涮涮鍋,0.85,0.8,0.85,11:00~22:00,"24.34087501629,120.61500400288",368,123301,"鍋類,涮涮鍋"
02-2969-5770,陶板屋和風創作料理(文化店),0.75,0.85,0.75,"17:30~22:00,11:30~14:30","25.01551700208,121.46222200302",537,18747,"日式料理,綜合日式料理"
02-2722-0583,1010湘(台北信義誠品店),0.75,0.75,0.7,11:00~22:00,"25.03935701976,121.56585600615",692,28273,"中式料理,湘菜(湖南菜)"
04-2376-8434,帕帕咪歐義式廚房 PaPaMio,0.85,0.85,0.85,,"24.141650016649997,120.65995600094",459,22462,"異國料理,義式料理"
02-2532-1591,台灣塩酥雞創始總店,0.8,0.7,0.65,"11:00~01:00,00:00~01:00","25.079714017729998,121.54662400478999",113,31738,"小吃,鹹酥雞、炸雞排"
02-2597-7811,金佳美食阿圖麻油雞,0.75,0.55,0.4,11:00~24:00,"25.06405401071,121.52555300066",138,30839,"主題特色餐廳,食補藥膳餐廳"
04-2452-8188,Mr.38 咖哩界傳奇人物(逢甲店),0.85,0.8,0.8,11:00~22:00,"24.176949661018217,120.64334104469596",234,31472,"異國料理,其他異國料理"
06-229-6196,裕成水果店,0.8,0.6,0.55,12:00~05:00,"22.99419500047,120.20103101699",101,41812,"冰品、飲料、甜湯,飲料專賣店"
02-2733-0009,多麼Cafe+,0.75,0.65,0.85,"11:30~16:00,10:30~16:00,17:30~01:00,17:30~00:00","25.02588400527,121.55086001218",340,131271,"咖啡、簡餐、茶,複合式"
02-2559-6851,小器食堂,0.75,0.65,0.75,"11:30~15:00,15:00~17:30,17:30~21:00,18:00~21:00","25.05410201757,121.51939300722003",371,615462,"日式料理,綜合日式料理"
07-781-1064,Bears倍爾思冰淇淋,0.0,0.0,0.0,09:00~22:30,"22.61946310476,120.37385380738",0,1146215,"冰品、飲料、甜湯,冰淇淋"
02-2523-5110,極炙日式燒肉,0.75,0.85,0.75,17:00~24:00,"25.049760381830545,121.52264805349995",564,150569,"燒烤類,日式燒肉"
02-2740-9399,潮肉壽喜燒(忠孝店),0.85,0.85,0.7,"17:00~23:00,12:00~15:00","25.042711014520002,121.55549400554",457,134397,"鍋類,其他鍋類"
03-493-4028,米多甜洋果子,0.95,0.85,0.9,,"24.956434209010002,121.21832971687",197,124677,"烘焙、甜點、零食,西點烘焙、麵包"
02-2883-0013,食尚曼谷Fashion Bangkok,0.7,0.65,0.85,"14:00~00:00,14:00~01:00","25.0897500187,121.52547900418",371,568344,"亞洲料理,泰式料理"
02-2302-5588,周記肉粥,0.8,0.5,0.4,06:00~16:50,"25.03640401619,121.50221801418999",123,35689,"小吃,其他小吃"
0982-255-796,阿綿手工麻糬,0.85,0.85,0.65,"12:00~14:30,12:00~20:00,17:30~20:00","22.68094100129,120.28725801629",111,53218,"小吃,其他小吃"
02-2721-8252,黃OPPA炒年糕,0.6,0.75,0.8,11:00~23:30,"25.04267591815,121.55457001292001",412,717310,"亞洲料理,韓式料理"
04-2220-0012,太陽堂老店,0.8,0.75,0.75,08:00~22:00,"24.138881795565144,120.68119116179399",270,37680,"烘焙、甜點、零食,中式糕餅"
03-522-0471,北門炸粿,0.8,0.7,0.45,14:00~23:00,"24.80901800484,120.96463501069",51,31778,"小吃,其他小吃"
02-2364-8657,雀兒 Chelsea's,0.85,0.8,0.75,,"25.01961001179,121.53182101237003",305,825726,"異國料理,美式料理"
02-2924-9259,麒麟閣火鍋店,0.75,0.55,0.6,"11:00~15:00,17:00~24:00","25.01112101587,121.51447501557",441,19699,"鍋類,其他鍋類"
02-2562-0062,玉丼,0.9,0.7,0.75,"17:30~21:00,11:30~14:00","25.04873640739,121.52229561678001",217,109927,"日式料理,其他日式料理"
02-2949-1486,祥鈺茶樓,0.75,0.5,0.4,06:00~21:00,"24.982116937912902,121.50722343004854",195,19475,"中式料理,粵菜 港式飲茶"
02-7705-9717,Asia 49 亞洲料理及酒廊,0.8,0.85,1.0,11:30~23:00,"25.013668207970003,121.46692240225",814,1084403,"異國料理,其他異國料理"
02-8786-8779,滿面香(永春店),0.0,0.0,0.0,08:00~21:00,"25.04081151844,121.57338551917",0,1161776,"中式料理,麵食點心"
04-2220-5592,獅兄弟風味小酒館,1.0,0.95,0.75,17:00~01:00,"24.14115701761,120.67313400308001",486,155813,"主題特色餐廳,啤酒屋"
02-2771-1980,新帆船澳門葡國餐廳,0.75,0.8,0.9,11:30~22:00,"25.0425599108,121.5478769156",713,964678,"異國料理,葡萄牙料理"
04-2263-7022,老鑼麵館&老火羅小火鍋,0.8,0.8,0.65,10:30~21:00,"24.117130902099998,120.66232500369999",98,590042,"小吃,麵攤、麵店"
02-2492-6359,亞尼克菓子工房(萬里總店),0.8,0.65,0.65,10:00~22:00,"25.178299005459998,121.68888100778",157,28291,"烘焙、甜點、零食,西點烘焙、麵包"
,E61咖啡,0.95,0.8,0.75,,"25.00169201136,121.51514501213",96,17687,"咖啡、簡餐、茶,咖啡專賣"
02-7736-9606,PAUL保羅麵包沙龍(內湖店),0.8,0.85,0.85,11:00~22:00,"25.08007310464,121.57162770406002",325,636218,"烘焙、甜點、零食,西點烘焙、麵包"
03-525-2664,一百種味道,0.8,0.6,0.75,12:00~21:00,"24.80262200493,120.96393500036",249,596460,"咖啡、簡餐、茶,複合式"
02-2876-5399,莎諾歐法西餐(榮總店),0.8,0.8,0.85,11:30~23:00,"25.11891488261078,121.5232330410265",790,16638,"異國料理,其他異國料理"
07-531-4630,鴨肉珍,0.9,0.7,0.5,09:30~24:00,"22.62590500884,120.28091301728",101,41911,"中式料理,麵食點心"
06-299-0508,食下有約 想法廚房,0.8,0.75,0.8,"17:00~21:00,11:00~14:00","22.98958880184,120.16416530411",303,981454,"異國料理,其他異國料理"
07-231-3313,哈摩尼韓食堂,0.75,0.7,0.75,"17:00~22:00,12:00~14:00","22.61986501003,120.29681101825001",332,116479,"亞洲料理,韓式料理"
02-2272-2224,PONPIE,0.85,0.75,0.8,12:00~20:00,"25.010238901210002,121.46140900308",266,992196,"烘焙、甜點、零食,西點烘焙、麵包"
02-2626-0336,Ancre Cafe安克黑咖啡,0.75,0.8,0.95,,"25.173452010650003,121.43511100269001",259,104919,"咖啡、簡餐、茶,咖啡專賣"
02-2594-4685,大橋頭老牌筒仔米糕,0.85,0.6,0.55,06:00~16:00,"25.064944417089407,121.5112206218185",78,31477,"小吃,其他小吃"
02-2651-5559,象園咖啡 Elephant Garden(南港店),0.8,0.85,0.8,11:00~21:30,"25.05218020591,121.60688111841",412,1009674,"主題特色餐廳,親子餐廳"
05-223-8941,伍梨義大麵,0.65,0.7,0.7,"17:00~21:00,11:00~14:00","23.47456700065,120.46071001421001",215,25803,"異國料理,義式料理"
02-2883-2168,毫光  回田蔬苑,0.9,0.85,0.9,"17:00~21:00,11:00~14:00","25.094441899871654,121.52208071720264",283,934246,"主題特色餐廳,養生蔬食餐廳"
0973-853-188,FrenchWindows 琺蘭綺瑥朵茶餐館(屏東太平洋百貨),0.95,1.0,0.95,11:00~22:00,"22.67430230502,120.48976200791999",689,1036732,"異國料理,義式料理"
02-8969-1766,Bravo Beer布娜飛比利時啤酒餐廳(板橋環球店),0.75,0.7,0.75,11:00~24:00,"25.01405100761,121.4638150178",508,77161,"主題特色餐廳,酒吧 Lounge Bar"
06-225-9375,太陽牌冰品,0.85,0.65,0.55,,"22.989572008619998,120.21031401943",49,42111,"冰品、飲料、甜湯,冰淇淋"
02-2594-3394,三井日本料理(上乘三井),0.75,0.75,0.75,,"25.0648620129,121.52676201907",2340,27826,"日式料理,綜合日式料理"
03-420-3833,南方莊園莊園餐廳,0.65,0.75,0.8,,"24.96767300175,121.17818201565001",494,93758,"中式料理,上海菜(江浙菜)"
02-2723-5581,Tigertopoki 韓虎嘯(阪急百貨),0.7,0.7,0.75,,"25.04084611663,121.56539640092",367,1015624,"亞洲料理,韓式料理"
02-2772-3938,紅九九個人式麻辣鍋(原禎記館),0.8,0.8,0.7,"11:30~01:00,00:00~01:00","25.04272520641,121.55463861530997",281,578802,"鍋類,麻辣火鍋"
02-2541-2020,滿穗台菜餐廳,0.75,0.7,0.7,11:00~21:30,"25.052834830159142,121.53284948573163",679,617568,"中式料理,台菜餐廳"
02-8771-7672,敲敲咖啡 KNOCK KAFE,0.85,0.8,0.85,11:00~21:30,"25.040209015720002,121.55448901083999",404,940526,"咖啡、簡餐、茶,複合式"
04-2221-3321,小豚輕食 Kobuta brunch,0.85,0.65,0.7,11:00~17:30,"24.142734008690002,120.66938800119",228,622048,"咖啡、簡餐、茶,複合式"
04-2225-3388,水車日本料理,0.7,0.6,0.65,"17:00~21:00,11:00~14:00","24.13902901951,120.68014300618",269,14949,"日式料理,綜合日式料理"
05-276-0111,OMAYA春川炒雞(嘉義新生店),0.75,0.85,0.75,"11:00~15:00,17:00~22:00","23.494495417400003,120.45644161858",272,1042278,"亞洲料理,韓式料理"
02-2920-3213,OZ HOTEL 澳滋客棧,0.8,0.75,0.8,"17:30~21:00,11:30~14:00","25.012195320921784,121.50756597759921",383,627006,"異國料理,紐澳料理"
0930-102-093,酒狸居酒屋,0.0,0.0,0.0,00:00~02:00,"25.088222,121.525401",1175,1197254,"日式料理,居酒屋"
02-2546-1931,ROYAL HOST樂雅樂家庭餐廳(敦化店),0.7,0.7,0.7,07:00~23:00,"25.05675101991,121.55204901812",316,16792,"日式料理,其他日式料理"
02-2773-3183,上海灘港式茶餐廳,0.65,0.65,0.6,11:00~22:00,"25.04050700227,121.55029201779",190,38707,"中式料理,粵菜 港式飲茶"
02-8866-1365,miel cafe蜜兒咖啡,0.65,0.7,0.75,,"25.095496013120002,121.52594801352",300,107997,"咖啡、簡餐、茶,咖啡專賣"
04-2377-0101,窩巷-Hidden Lane,0.9,0.9,0.9,,"24.135609904749998,120.65988241314",246,979046,"烘焙、甜點、零食,西點烘焙、麵包"
02-2552-3250,美而美(長安旗艦店),0.75,0.8,0.7,06:00~21:00,"25.05087270504784,121.51749814950838",102,65647,"速食料理,其他速食"
02-2321-7649,芋頭大王,0.75,0.5,0.45,12:00~23:00,"25.03245900588,121.52981101788",67,22633,"小吃,其他小吃"
02-2218-2181,老蔣的家鄉味(原：老舅的家鄉味),0.85,0.85,0.7,"11:00~14:30,17:00~21:30","24.98450100076,121.53389300025",318,81040,"中式料理,麵食點心"
02-2361-5588,正宗老天祿滷味,0.85,0.6,0.55,09:30~22:00,"25.04477500042,121.50724200104",153,31096,"中式料理,其它中式料理"
03-657-7575,Bravo 普拉伯義大利坊(竹北文興店),0.8,0.85,0.85,11:30~21:30,"24.80919991893,121.03149391116999",419,161141,"異國料理,義式料理"
03-522-2285,郭家潤餅,0.75,0.55,0.45,09:00~22:30,"24.80437600562,120.96566101004",36,31796,"小吃,其他小吃"
03-352-6215,李．西餐廳,0.8,0.65,0.65,11:30~22:00,"25.04816401553,121.29424801188",401,22712,"異國料理,其他異國料理"
02-2731-6086,Mamak檔 星馬料理,0.85,0.75,0.8,,"25.042418906890003,121.55276140811",311,1064204,"異國料理,其他異國料理"
02-2700-7369,暖暖食飲,0.85,0.8,0.8,11:30~21:30,"25.0352508435917,121.54481395202629",303,585883,"咖啡、簡餐、茶,複合式"
,YQBOBA (原:阿Q粉圓)(逢甲店),0.75,0.8,0.6,,"24.181645011529998,120.64483500714",72,119257,"冰品、飲料、甜湯,剉冰、豆花"
04-2566-5158,三風麵館,0.8,0.75,0.75,,"24.232990017320002,120.6666750056",380,414472,"其他美食,其他美食"
02-2760-1895,Office by mastro(民生社區店),0.9,0.9,0.85,"17:30~21:30,12:00~15:00","25.057995807490002,121.56227950626",767,1044372,"異國料理,美式料理"
02-2709-3536,蝸牛義大利餐廳 Snail(敦南店),0.85,0.85,0.8,"11:30~15:00,17:30~21:30","25.030067005739998,121.55059800138",552,588820,"異國料理,義式料理"
04-2632-0182,東海蓮心冰雞爪凍,0.85,0.45,0.4,08:00~24:00,"24.18127100729,120.59269400382999",168,27659,"小吃,其他小吃"
,姬宮茶園,0.7,0.85,1.0,12:00~20:00,"24.154829607859998,120.6620951199",185,1052748,"咖啡、簡餐、茶,茶專賣"
06-237-9876,KAFFE @ HOME,0.8,0.75,0.85,09:00~21:00,"22.99578201299,120.22121701978999",217,109759,"異國料理,義式料理"
02-2775-3738,滿堂紅頂級麻辣鴛鴦鍋(復興店),0.8,0.8,0.7,"00:00~01:30,11:30~15:30,17:00~01:30","25.04305361855,121.5439904095",566,115083,"鍋類,麻辣火鍋"
04-2329-6828,鼎王麻辣鍋(精誠店),0.85,0.95,0.85,"11:00~06:30,00:00~06:30","24.15749201346,120.65732101108",472,29332,"鍋類,麻辣火鍋"
06-223-3741,阿明豬心冬粉,0.85,0.65,0.5,"00:00~01:00,17:00~01:00","22.990502005619998,120.19613500678",120,31940,"小吃,其他小吃"
02-2378-8888,香格里拉台北遠東國際大飯店-馬可波羅餐廳,0.65,0.75,0.9,"18:30~22:30,11:30~14:30","25.02661200861,121.54928201450994",1199,22411,"異國料理,義式料理"
02-8751-0762,Waffle Please 比利時列日鬆餅專賣店(內湖店),0.85,0.8,0.8,08:00~20:00,"25.077875560847612,121.57649774086016",134,997662,"咖啡、簡餐、茶,複合式"
06-228-5442,保哥黑輪,0.75,0.5,0.55,11:00~21:00,"22.98999100337,120.20504600974",62,30365,"小吃,其他小吃"
04-2310-2598,Kukai Ramen & Izakaya 空海拉麵,0.8,0.85,0.8,11:30~21:00,"24.15780101379,120.650474",326,965976,"日式料理,日式麵食專賣"
0925-061-727,旗哥牛肉湯,0.75,0.55,0.45,00:00~24:00,"23.00998986500903,120.18517669214192",140,32496,"小吃,其他小吃"
02-2341-9984,高記(高記永康),0.7,0.7,0.65,09:30~22:30,"25.03332890594,121.52997101828993",347,23269,"中式料理,上海菜(江浙菜)"
02-2515-2221,大福和風食堂(南京總店),0.75,0.7,0.8,"17:30~22:00,11:30~14:30","25.051817919478864,121.53612731847387",309,8862,"日式料理,生魚片、壽司專賣"
